paddle_left_x,paddle_left_y,ball_x,ball_y,paddle_right_x,paddle_right_y,frame
0,0,21,8,23,0,604
0,0,22,8,23,0,607
0,0,23,8,23,0,610
0,0,0,9,23,0,613
0,0,1,9,23,0,616
0,0,2,9,23,0,619
0,0,3,9,23,0,622
0,0,4,9,23,0,625
0,0,5,9,23,0,628
0,0,6,9,23,0,631
0,0,7,9,23,0,634
0,0,8,9,23,0,637
0,0,9,9,23,0,640
0,0,10,9,23,0,643
0,0,11,9,23,0,646
0,0,12,9,23,0,649
0,0,13,9,23,0,652
0,0,14,9,23,0,655
0,0,15,9,23,0,658
0,0,16,9,23,0,661
0,0,17,9,23,0,664
0,0,18,9,23,0,667
0,0,19,9,23,0,670
0,0,20,9,23,0,673
0,0,21,9,23,0,676
0,0,22,9,23,0,679
0,0,23,9,23,0,682
0,0,0,10,23,0,685
0,0,1,10,23,0,688
0,0,2,10,23,0,691
0,0,3,10,23,0,694
0,0,4,10,23,0,697
0,0,5,10,23,0,700
0,0,6,10,23,0,703
0,0,7,10,23,0,706
0,0,8,10,23,0,709
0,0,9,10,23,0,712
0,0,10,10,23,0,715
0,0,11,10,23,0,718
0,0,12,10,23,0,721
0,0,13,10,23,0,724
0,0,14,10,23,0,727
0,0,15,10,23,0,730
0,0,16,10,23,0,733
0,0,17,10,23,0,736
0,0,18,10,23,0,739
0,0,19,10,23,0,742
0,0,20,10,23,0,745
0,0,21,10,23,0,748
0,0,22,10,23,0,751
0,0,23,10,23,0,754
0,0,0,11,23,0,757
0,0,1,11,23,0,760
0,0,2,11,23,0,763
0,0,3,11,23,0,766
0,0,4,11,23,0,769
0,0,5,11,23,0,772
0,0,6,11,23,0,775
0,0,7,11,23,0,778
0,0,8,11,23,0,781
0,0,9,11,23,0,784
0,0,10,11,23,0,787
0,0,11,11,23,0,790
0,0,12,11,23,0,793
0,0,13,11,23,0,796
0,0,14,11,23,0,799
0,0,15,11,23,0,802
0,0,16,11,23,0,805
0,0,17,11,23,0,808
0,0,18,11,23,0,811
0,0,19,11,23,0,814
0,0,20,11,23,0,817
0,0,21,11,23,0,820
0,0,22,11,23,0,823
0,0,23,11,23,0,826
0,0,0,12,23,0,829
0,0,1,12,23,0,832
0,0,2,12,23,0,835
0,0,3,12,23,0,838
0,0,4,12,23,0,841
0,0,5,12,23,0,844
0,0,6,12,23,0,847
0,0,7,12,23,0,850
0,0,8,12,23,0,853
0,0,9,12,23,0,856
0,0,10,12,23,0,859
0,0,11,12,23,0,862
0,0,12,12,23,0,865
0,0,13,12,23,0,868
0,0,14,12,23,0,871
0,0,15,12,23,0,874
0,0,16,12,23,0,877
0,0,17,12,23,0,880
0,0,18,12,23,0,883
0,0,19,12,23,0,886
0,0,20,12,23,0,889
0,0,21,12,23,0,892
0,0,22,12,23,0,895
0,0,23,12,23,0,898
0,0,0,13,23,0,901
0,0,1,13,23,0,904
0,0,2,13,23,0,907
0,0,3,13,23,0,910
0,0,4,13,23,0,913
0,0,5,13,23,0,916
0,0,6,13,23,0,919
0,0,7,13,23,0,922
0,0,8,13,23,0,925
0,0,9,13,23,0,928
0,0,10,13,23,0,931
0,0,11,13,23,0,934
0,0,12,13,23,0,937
0,0,13,13,23,0,940
0,0,14,13,23,0,943
0,0,15,13,23,0,946
0,0,16,13,23,0,949
0,0,17,13,23,0,952
0,0,18,13,23,0,955
0,0,19,13,23,0,958
0,0,20,13,23,0,961
0,0,21,13,23,0,964
0,0,22,13,23,0,967
0,0,23,13,23,0,970
0,0,1,0,23,1,973
0,0,2,0,23,1,976
0,0,3,0,23,1,979
0,0,4,0,23,1,982
0,0,5,0,23,1,985
0,0,6,0,23,1,988
0,0,7,0,23,1,991
0,0,8,0,23,1,994
0,0,9,0,23,1,997
0,0,10,0,23,1,1000
0,0,11,0,23,1,1003
0,0,12,0,23,1,1006
0,0,13,0,23,1,1009
0,0,14,0,23,1,1012
0,0,15,0,23,1,1015
0,0,16,0,23,1,1018
0,0,17,0,23,1,1021
0,0,18,0,23,1,1024
0,0,19,0,23,1,1027
0,0,20,0,23,1,1030
0,0,21,0,23,1,1033
0,0,22,0,23,1,1036
0,0,23,0,23,1,1039
0,0,1,1,23,1,1042
0,0,2,1,23,1,1045
0,0,3,1,23,1,1048
0,0,4,1,23,1,1051
0,0,5,1,23,1,1054
0,0,6,1,23,1,1057
0,0,7,1,23,1,1060
0,0,8,1,23,1,1063
0,0,9,1,23,1,1066
0,0,10,1,23,1,1069
0,0,11,1,23,1,1072
0,0,12,1,23,1,1075
0,0,13,1,23,1,1078
0,0,14,1,23,1,1081
0,0,15,1,23,1,1084
0,0,16,1,23,1,1087
0,0,17,1,23,1,1090
0,0,18,1,23,1,1093
0,0,19,1,23,1,1096
0,0,20,1,23,1,1099
0,0,21,1,23,1,1102
0,0,22,1,23,1,1105
0,0,1,2,23,1,1108
0,0,2,2,23,1,1111
0,0,3,2,23,1,1114
0,0,4,2,23,1,1117
0,0,5,2,23,1,1120
0,0,6,2,23,1,1123
0,0,7,2,23,1,1126
0,0,8,2,23,1,1129
0,0,9,2,23,1,1132
0,0,10,2,23,1,1135
0,0,11,2,23,1,1138
0,0,12,2,23,1,1141
0,0,13,2,23,1,1144
0,0,14,2,23,1,1147
0,0,15,2,23,1,1150
0,0,16,2,23,1,1153
0,0,17,2,23,1,1156
0,0,18,2,23,1,1159
0,0,19,2,23,1,1162
0,0,20,2,23,1,1165
0,0,21,2,23,1,1168
0,0,22,2,23,1,1171
0,0,1,3,23,1,1174
0,0,2,3,23,1,1177
0,0,3,3,23,1,1180
0,0,4,3,23,1,1183
0,0,5,3,23,1,1186
0,0,6,3,23,1,1189
0,0,7,3,23,1,1192
0,0,8,3,23,1,1195
0,0,9,3,23,1,1198
0,0,10,3,23,1,1201
0,0,11,3,23,1,1204
0,0,12,3,23,1,1207
0,0,13,3,23,1,1210
0,0,14,3,23,1,1213
0,0,15,3,23,1,1216
0,0,16,3,23,1,1219
0,0,17,3,23,1,1222
0,0,18,3,23,1,1225
0,0,19,3,23,1,1228
0,0,20,3,23,1,1231
0,0,21,3,23,1,1234
0,0,22,3,23,1,1237
0,0,1,4,23,1,1240
0,0,2,4,23,1,1243
0,0,3,4,23,1,1246
0,0,4,4,23,1,1249
0,0,5,4,23,1,1252
0,0,6,4,23,1,1255
0,0,7,4,23,1,1258
0,0,8,4,23,1,1261
0,0,9,4,23,1,1264
0,0,10,4,23,1,1267
0,0,11,4,23,1,1270
0,0,12,4,23,1,1273
0,0,13,4,23,1,1276
0,0,14,4,23,1,1279
0,0,15,4,23,1,1282
0,0,16,4,23,1,1285
0,0,17,4,23,1,1288
0,0,18,4,23,1,1291
0,0,19,4,23,1,1294
0,0,20,4,23,1,1297
0,0,21,4,23,1,1300
0,0,22,4,23,1,1303
0,0,1,5,23,1,1306
0,0,2,5,23,1,1309
0,0,3,5,23,1,1312
0,0,4,5,23,1,1315
0,0,5,5,23,1,1318
0,0,6,5,23,1,1321
0,0,7,5,23,1,1324
0,0,8,5,23,1,1327
0,0,9,5,23,1,1330
0,0,10,5,23,1,1333
0,0,11,5,23,1,1336
0,0,12,5,23,1,1339
0,0,13,5,23,1,1342
0,0,14,5,23,1,1345
0,0,15,5,23,1,1348
0,0,16,5,23,1,1351
0,0,17,5,23,1,1354
0,0,18,5,23,1,1357
0,0,19,5,23,1,1360
0,0,20,5,23,1,1363
0,0,21,5,23,1,1366
0,0,22,5,23,1,1369
0,0,0,6,23,1,1372
0,0,1,6,23,1,1375
0,0,2,6,23,1,1378
0,0,3,6,23,1,1381
0,0,4,6,23,1,1384
0,0,5,6,23,1,1387
0,0,6,6,23,1,1390
0,0,7,6,23,1,1393
0,0,8,6,23,1,1396
0,0,9,6,23,1,1399
0,0,10,6,23,1,1402
0,0,11,6,23,1,1405
0,0,12,6,23,1,1408
0,0,13,6,23,1,1411
0,0,14,6,23,1,1414
0,0,15,6,23,1,1417
0,0,16,6,23,1,1420
0,0,17,6,23,1,1423
0,0,18,6,23,1,1426
0,0,19,6,23,1,1429
0,0,20,6,23,1,1432
0,0,21,6,23,1,1435
0,0,22,6,23,1,1438
0,0,0,7,23,1,1441
0,0,1,7,23,1,1444
0,0,2,7,23,1,1447
0,0,3,7,23,1,1450
0,0,4,7,23,1,1453
0,0,5,7,23,1,1456
0,0,6,7,23,1,1459
0,0,7,7,23,1,1462
0,0,8,7,23,1,1465
0,0,9,7,23,1,1468
0,0,10,7,23,1,1471
0,0,11,7,23,1,1474
0,0,12,7,23,1,1477
0,0,13,7,23,1,1480
0,0,14,7,23,1,1483
0,0,15,7,23,1,1486
0,0,16,7,23,1,1489
0,0,17,7,23,1,1492
0,0,18,7,23,1,1495
0,0,19,7,23,1,1498
0,0,20,7,23,1,1501
0,0,21,7,23,1,1504
0,0,22,7,23,1,1507
0,0,23,7,23,1,1510
0,0,0,8,23,1,1513
0,0,1,8,23,1,1516
0,0,2,8,23,1,1519
0,0,3,8,23,1,1522
0,0,4,8,23,1,1525
0,0,5,8,23,1,1528
0,0,6,8,23,1,1531
0,0,7,8,23,1,1534
0,0,8,8,23,1,1537
0,0,9,8,23,1,1540
0,0,10,8,23,1,1543
0,0,11,8,23,1,1546
0,0,12,8,23,1,1549
0,0,13,8,23,1,1552
0,0,14,8,23,1,1555
0,0,15,8,23,1,1558
0,0,16,8,23,1,1561
0,0,17,8,23,1,1564
0,0,18,8,23,1,1567
0,0,19,8,23,1,1570
0,0,20,8,23,1,1573
0,0,21,8,23,1,1576
0,0,22,8,23,1,1579
0,0,23,8,23,1,1582
0,0,0,9,23,1,1585
0,0,1,9,23,1,1588
0,0,2,9,23,1,1591
0,0,3,9,23,1,1594
0,0,4,9,23,1,1597
0,0,5,9,23,1,1600
0,0,6,9,23,1,1603
0,0,7,9,23,1,1606
0,0,8,9,23,1,1609
0,0,9,9,23,1,1612
0,0,10,9,23,1,1615
0,0,11,9,23,1,1618
0,0,12,9,23,1,1621
0,0,13,9,23,1,1624
0,0,14,9,23,1,1627
0,0,15,9,23,1,1630
0,0,16,9,23,1,1633
0,0,17,9,23,1,1636
0,0,18,9,23,1,1639
0,0,19,9,23,1,1642
0,0,20,9,23,1,1645
0,0,21,9,23,1,1648
0,0,22,9,23,1,1651
0,0,23,9,23,1,1654
0,0,0,10,23,1,1657
0,0,1,10,23,1,1660
0,0,2,10,23,1,1663
0,0,3,10,23,1,1666
0,0,4,10,23,1,1669
0,0,5,10,23,1,1672
0,0,6,10,23,1,1675
0,0,7,10,23,1,1678
0,0,8,10,23,1,1681
0,0,9,10,23,1,1684
0,0,10,10,23,1,1687
0,0,11,10,23,1,1690
0,0,12,10,23,1,1693
0,0,13,10,23,1,1696
0,0,14,10,23,1,1699
0,0,15,10,23,1,1702
0,0,16,10,23,1,1705
0,0,17,10,23,1,1708
0,0,18,10,23,1,1711
0,0,19,10,23,1,1714
0,0,20,10,23,1,1717
0,0,21,10,23,1,1720
0,0,22,10,23,1,1723
0,0,23,10,23,1,1726
0,0,0,11,23,1,1729
0,0,1,11,23,1,1732
0,0,2,11,23,1,1735
0,0,3,11,23,1,1738
0,0,4,11,23,1,1741
0,0,5,11,23,1,1744
0,0,6,11,23,1,1747
0,0,7,11,23,1,1750
0,0,8,11,23,1,1753
0,0,9,11,23,1,1756
0,0,10,11,23,1,1759
0,0,11,11,23,1,1762
0,0,12,11,23,1,1765
0,0,13,11,23,1,1768
0,0,14,11,23,1,1771
0,0,15,11,23,1,1774
0,0,16,11,23,1,1777
0,0,17,11,23,1,1780
0,0,18,11,23,1,1783
0,0,19,11,23,1,1786
0,0,20,11,23,1,1789
0,0,21,11,23,1,1792
0,0,22,11,23,1,1795
0,0,23,11,23,1,1798
0,0,0,12,23,1,1801
0,0,1,12,23,1,1804
0,0,2,12,23,1,1807
0,0,3,12,23,1,1810
0,0,4,12,23,1,1813
0,0,5,12,23,1,1816
0,0,6,12,23,1,1819
0,0,7,12,23,1,1822
0,0,8,12,23,1,1825
0,0,9,12,23,1,1828
0,0,10,12,23,1,1831
0,0,11,12,23,1,1834
0,0,12,12,23,1,1837
0,0,13,12,23,1,1840
0,0,14,12,23,1,1843
0,0,15,12,23,1,1846
0,0,16,12,23,1,1849
0,0,17,12,23,1,1852
0,0,18,12,23,1,1855
0,0,19,12,23,1,1858
0,0,20,12,23,1,1861
0,0,21,12,23,1,1864
0,0,22,12,23,1,1867
0,0,23,12,23,1,1870
0,0,0,13,23,1,1873
0,0,1,13,23,1,1876
0,0,2,13,23,1,1879
0,0,3,13,23,1,1882
0,0,4,13,23,1,1885
0,0,5,13,23,1,1888
0,0,6,13,23,1,1891
0,0,7,13,23,1,1894
0,0,8,13,23,1,1897
0,0,9,13,23,1,1900
0,0,10,13,23,1,1903
0,0,11,13,23,1,1906
0,0,12,13,23,1,1909
0,0,13,13,23,1,1912
0,0,14,13,23,1,1915
0,0,15,13,23,1,1918
0,0,16,13,23,1,1921
0,0,17,13,23,1,1924
0,0,18,13,23,1,1927
0,0,19,13,23,1,1930
0,0,20,13,23,1,1933
0,0,21,13,23,1,1936
0,0,22,13,23,1,1939
0,0,23,13,23,1,1942
0,0,1,0,23,2,1945
0,0,2,0,23,2,1948
0,0,3,0,23,2,1951
0,0,4,0,23,2,1954
0,0,5,0,23,2,1957
0,0,6,0,23,2,1960
0,0,7,0,23,2,1963
0,0,8,0,23,2,1966
0,0,9,0,23,2,1969
0,0,10,0,23,2,1972
0,0,11,0,23,2,1975
0,0,12,0,23,2,1978
0,0,13,0,23,2,1981
0,0,14,0,23,2,1984
0,0,15,0,23,2,1987
0,0,16,0,23,2,1990
0,0,17,0,23,2,1993
0,0,18,0,23,2,1996
0,0,19,0,23,2,1999
0,0,20,0,23,2,2002
0,0,21,0,23,2,2005
0,0,22,0,23,2,2008
0,0,23,0,23,2,2011
0,0,1,1,23,2,2014
0,0,2,1,23,2,2017
0,0,3,1,23,2,2020
0,0,4,1,23,2,2023
0,0,5,1,23,2,2026
0,0,6,1,23,2,2029
0,0,7,1,23,2,2032
0,0,8,1,23,2,2035
0,0,9,1,23,2,2038
0,0,10,1,23,2,2041
0,0,11,1,23,2,2044
0,0,12,1,23,2,2047
0,0,13,1,23,2,2050
0,0,14,1,23,2,2053
0,0,15,1,23,2,2056
0,0,16,1,23,2,2059
0,0,17,1,23,2,2062
0,0,18,1,23,2,2065
0,0,19,1,23,2,2068
0,0,20,1,23,2,2071
0,0,21,1,23,2,2074
0,0,22,1,23,2,2077
0,0,23,1,23,2,2080
0,0,1,2,23,2,2083
0,0,2,2,23,2,2086
0,0,3,2,23,2,2089
0,0,4,2,23,2,2092
0,0,5,2,23,2,2095
0,0,6,2,23,2,2098
0,0,7,2,23,2,2101
0,0,8,2,23,2,2104
0,0,9,2,23,2,2107
0,0,10,2,23,2,2110
0,0,11,2,23,2,2113
0,0,12,2,23,2,2116
0,0,13,2,23,2,2119
0,0,14,2,23,2,2122
0,0,15,2,23,2,2125
0,0,16,2,23,2,2128
0,0,17,2,23,2,2131
0,0,18,2,23,2,2134
0,0,19,2,23,2,2137
0,0,20,2,23,2,2140
0,0,21,2,23,2,2143
0,0,22,2,23,2,2146
0,0,1,3,23,2,2149
0,0,2,3,23,2,2152
0,0,3,3,23,2,2155
0,0,4,3,23,2,2158
0,0,5,3,23,2,2161
0,0,6,3,23,2,2164
0,0,7,3,23,2,2167
0,0,8,3,23,2,2170
0,0,9,3,23,2,2173
0,0,10,3,23,2,2176
0,0,11,3,23,2,2179
0,0,12,3,23,2,2182
0,0,13,3,23,2,2185
0,0,14,3,23,2,2188
0,0,15,3,23,2,2191
0,0,16,3,23,2,2194
0,0,17,3,23,2,2197
0,0,18,3,23,2,2200
0,0,19,3,23,2,2203
0,0,20,3,23,2,2206
0,0,21,3,23,2,2209
0,0,22,3,23,2,2212
0,0,1,4,23,2,2215
0,0,2,4,23,2,2218
0,0,3,4,23,2,2221
0,0,4,4,23,2,2224
0,0,5,4,23,2,2227
0,0,6,4,23,2,2230
0,0,7,4,23,2,2233
0,0,8,4,23,2,2236
0,0,9,4,23,2,2239
0,0,10,4,23,2,2242
0,0,11,4,23,2,2245
0,0,12,4,23,2,2248
0,0,13,4,23,2,2251
0,0,14,4,23,2,2254
0,0,15,4,23,2,2257
0,0,16,4,23,2,2260
0,0,17,4,23,2,2263
0,0,18,4,23,2,2266
0,0,19,4,23,2,2269
0,0,20,4,23,2,2272
0,0,21,4,23,2,2275
0,0,22,4,23,2,2278
0,0,1,5,23,2,2281
0,0,2,5,23,2,2284
0,0,3,5,23,2,2287
0,0,4,5,23,2,2290
0,0,5,5,23,2,2293
0,0,6,5,23,2,2296
0,0,7,5,23,2,2299
0,0,8,5,23,2,2302
0,0,9,5,23,2,2305
0,0,10,5,23,2,2308
0,0,11,5,23,2,2311
0,0,12,5,23,2,2314
0,0,13,5,23,2,2317
0,0,14,5,23,2,2320
0,0,15,5,23,2,2323
0,0,16,5,23,2,2326
0,0,17,5,23,2,2329
0,0,18,5,23,2,2332
0,0,19,5,23,2,2335
0,0,20,5,23,2,2338
0,0,21,5,23,2,2341
0,0,22,5,23,2,2344
0,0,0,6,23,2,2347
0,0,1,6,23,2,2350
0,0,2,6,23,2,2353
0,0,3,6,23,2,2356
0,0,4,6,23,2,2359
0,0,5,6,23,2,2362
0,0,6,6,23,2,2365
0,0,7,6,23,2,2368
0,0,8,6,23,2,2371
0,0,9,6,23,2,2374
0,0,10,6,23,2,2377
0,0,11,6,23,2,2380
0,0,12,6,23,2,2383
0,0,13,6,23,2,2386
0,0,14,6,23,2,2389
0,0,15,6,23,2,2392
0,0,16,6,23,2,2395
0,0,17,6,23,2,2398
0,0,18,6,23,2,2401
0,0,19,6,23,2,2404
0,0,20,6,23,2,2407
0,0,21,6,23,2,2410
0,0,22,6,23,2,2413
0,0,0,7,23,2,2416
0,0,1,7,23,2,2419
0,0,2,7,23,2,2422
0,0,3,7,23,2,2425
0,0,4,7,23,2,2428
0,0,5,7,23,2,2431
0,0,6,7,23,2,2434
0,0,7,7,23,2,2437
0,0,8,7,23,2,2440
0,0,9,7,23,2,2443
0,0,10,7,23,2,2446
0,0,11,7,23,2,2449
0,0,12,7,23,2,2452
0,0,13,7,23,2,2455
0,0,14,7,23,2,2458
0,0,15,7,23,2,2461
0,0,16,7,23,2,2464
0,0,17,7,23,2,2467
0,0,18,7,23,2,2470
0,0,19,7,23,2,2473
0,0,20,7,23,2,2476
0,0,21,7,23,2,2479
0,0,22,7,23,2,2482
0,0,0,8,23,2,2485
0,0,1,8,23,2,2488
0,0,2,8,23,2,2491
0,0,3,8,23,2,2494
0,0,4,8,23,2,2497
0,0,5,8,23,2,2500
0,0,6,8,23,2,2503
0,0,7,8,23,2,2506
0,0,8,8,23,2,2509
0,0,9,8,23,2,2512
0,0,10,8,23,2,2515
0,0,11,8,23,2,2518
0,0,12,8,23,2,2521
0,0,13,8,23,2,2524
0,0,14,8,23,2,2527
0,0,15,8,23,2,2530
0,0,16,8,23,2,2533
0,0,17,8,23,2,2536
0,0,18,8,23,2,2539
0,0,19,8,23,2,2542
0,0,20,8,23,2,2545
0,0,21,8,23,2,2548
0,0,22,8,23,2,2551
0,0,23,8,23,2,2554
0,0,0,9,23,2,2557
0,0,1,9,23,2,2560
0,0,2,9,23,2,2563
0,0,3,9,23,2,2566
0,0,4,9,23,2,2569
0,0,5,9,23,2,2572
0,0,6,9,23,2,2575
0,0,7,9,23,2,2578
0,0,8,9,23,2,2581
0,0,9,9,23,2,2584
0,0,10,9,23,2,2587
0,0,11,9,23,2,2590
0,0,12,9,23,2,2593
0,0,13,9,23,2,2596
0,0,14,9,23,2,2599
0,0,15,9,23,2,2602
0,0,16,9,23,2,2605
0,0,17,9,23,2,2608
0,0,18,9,23,2,2611
0,0,19,9,23,2,2614
0,0,20,9,23,2,2617
0,0,21,9,23,2,2620
0,0,22,9,23,2,2623
0,0,23,9,23,2,2626
0,0,0,10,23,2,2629
0,0,1,10,23,2,2632
0,0,2,10,23,2,2635
0,0,3,10,23,2,2638
0,0,4,10,23,2,2641
0,0,5,10,23,2,2644
0,0,6,10,23,2,2647
0,0,7,10,23,2,2650
0,0,8,10,23,2,2653
0,0,9,10,23,2,2656
0,0,10,10,23,2,2659
0,0,11,10,23,2,2662
0,0,12,10,23,2,2665
0,0,13,10,23,2,2668
0,0,14,10,23,2,2671
0,0,15,10,23,2,2674
0,0,16,10,23,2,2677
0,0,17,10,23,2,2680
0,0,18,10,23,2,2683
0,0,19,10,23,2,2686
0,0,20,10,23,2,2689
0,0,21,10,23,2,2692
0,0,22,10,23,2,2695
0,0,23,10,23,2,2698
0,0,0,11,23,2,2701
0,0,1,11,23,2,2704
0,0,2,11,23,2,2707
0,0,3,11,23,2,2710
0,0,4,11,23,2,2713
0,0,5,11,23,2,2716
0,0,6,11,23,2,2719
0,0,7,11,23,2,2722
0,0,8,11,23,2,2725
0,0,9,11,23,2,2728
0,0,10,11,23,2,2731
0,0,11,11,23,2,2734
0,0,12,11,23,2,2737
0,0,13,11,23,2,2740
0,0,14,11,23,2,2743
0,0,15,11,23,2,2746
0,0,16,11,23,2,2749
0,0,17,11,23,2,2752
0,0,18,11,23,2,2755
0,0,19,11,23,2,2758
0,0,20,11,23,2,2761
0,0,21,11,23,2,2764
0,0,22,11,23,2,2767
0,0,23,11,23,2,2770
0,0,0,12,23,2,2773
0,0,1,12,23,2,2776
0,0,2,12,23,2,2779
0,0,3,12,23,2,2782
0,0,4,12,23,2,2785
0,0,5,12,23,2,2788
0,0,6,12,23,2,2791
0,0,7,12,23,2,2794
0,0,8,12,23,2,2797
0,0,9,12,23,2,2800
0,0,10,12,23,2,2803
0,0,11,12,23,2,2806
0,0,12,12,23,2,2809
0,0,13,12,23,2,2812
0,0,14,12,23,2,2815
0,0,15,12,23,2,2818
0,0,16,12,23,2,2821
0,0,17,12,23,2,2824
0,0,18,12,23,2,2827
0,0,19,12,23,2,2830
0,0,20,12,23,2,2833
0,0,21,12,23,2,2836
0,0,22,12,23,2,2839
0,0,23,12,23,2,2842
0,0,0,13,23,2,2845
